x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date,,,,,,,,,,X_Angle,Y_angle,Z_angle
-0.140427,-0.668182,-0.740128,1.006964,39947.1828,2001-01-01 11:05:47.183 +0000,,,,,,-0.140832007,-0.886968751,-0.922514521,,-0.139911861,-0.725568689,-0.74511573
-0.147675,-0.674271,-0.717377,0.995529,39947.173,2001-01-01 11:05:47.173 +0000,,,,,,-0.14999761,-0.920608222,-0.962190118,,-0.14888761,-0.744084894,-0.766131323
-0.148636,-0.67746,-0.708862,0.991731,39947.1632,2001-01-01 11:05:47.163 +0000,,,,,,-0.15158754,-0.935359633,-0.978432853,,-0.150442192,-0.752010908,-0.774497469
-0.141724,-0.673386,-0.703079,0.983796,39947.15341,2001-01-01 11:05:47.153 +0000,,,,,,-0.145576811,-0.938882331,-0.978749694,,-0.144561308,-0.753886484,-0.774659317
-0.12944,-0.67305,-0.710251,0.987019,39947.14361,2001-01-01 11:05:47.144 +0000,,,,,,-0.132284762,-0.932267319,-0.964988217,,-0.131521136,-0.750359037,-0.76758224
-0.116867,-0.666245,-0.712494,0.982439,39947.13382,2001-01-01 11:05:47.134 +0000,,,,,,-0.119806569,-0.922757895,-0.949365538,,-0.119238236,-0.745247194,-0.759429161
-0.11084,-0.661835,-0.717697,0.982548,39947.12402,2001-01-01 11:05:47.124 +0000,,,,,,-0.113533485,-0.911360437,-0.935007689,,-0.113049413,-0.739056249,-0.751823161
-0.106964,-0.660126,-0.717957,0.981157,39947.11422,2001-01-01 11:05:47.114 +0000,,,,,,-0.109671855,-0.909413246,-0.931442756,,-0.109235293,-0.737991515,-0.749917706
-0.112,-0.659149,-0.712418,0.977016,39947.10443,2001-01-01 11:05:47.104 +0000,,,,,,-0.115395453,-0.9140019,-0.938489192,,-0.114887301,-0.74049732,-0.753677493
-0.113785,-0.659561,-0.711365,0.976733,39947.09463,2001-01-01 11:05:47.095 +0000,,,,,,-0.117294097,-0.915538578,-0.940872718,,-0.116760587,-0.741333924,-0.754943307
-0.114716,-0.654114,-0.71344,0.97469,39947.08483,2001-01-01 11:05:47.085 +0000,,,,,,-0.118518525,-0.905217923,-0.930837976,,-0.117968227,-0.735690464,-0.749593778
-0.107208,-0.651459,-0.717972,0.975385,39947.07504,2001-01-01 11:05:47.075 +0000,,,,,,-0.110583514,-0.897410434,-0.919564364,,-0.110136028,-0.731382559,-0.743519595
-0.093063,-0.647583,-0.728516,0.979163,39947.06524,2001-01-01 11:05:47.065 +0000,,,,,,-0.095475633,-0.88174187,-0.898039008,,-0.095187104,-0.722635671,-0.731730624
-0.077484,-0.647873,-0.7444,0.989886,39947.05545,2001-01-01 11:05:47.055 +0000,,,,,,-0.078516578,-0.865652277,-0.876531429,,-0.078355825,-0.713511124,-0.7196967
-0.067505,-0.641602,-0.760849,0.997547,39947.04565,2001-01-01 11:05:47.046 +0000,,,,,,-0.067826434,-0.839971565,-0.847925718,,-0.06772271,-0.698643153,-0.703288603
-0.067123,-0.633133,-0.771103,0.999981,39947.03582,2001-01-01 11:05:47.036 +0000,,,,,,-0.067275984,-0.817981266,-0.825675889,,-0.06717476,-0.685609366,-0.690202076
-0.072662,-0.631317,-0.782211,1.007817,39947.02603,2001-01-01 11:05:47.026 +0000,,,,,,-0.072286536,-0.803633093,-0.812421191,,-0.072161022,-0.67695232,-0.682269082
-0.076294,-0.631409,-0.789383,1.013717,39947.01623,2001-01-01 11:05:47.016 +0000,,,,,,-0.075475645,-0.796166658,-0.805694638,,-0.075332815,-0.672399164,-0.67820365
-0.075806,-0.634872,-0.78511,1.012526,39947.00643,2001-01-01 11:05:47.006 +0000,,,,,,-0.075078995,-0.804897584,-0.814384911,,-0.0749384,-0.677720147,-0.68345089
-0.071625,-0.643021,-0.782028,1.014975,39946.99664,2001-01-01 11:05:46.997 +0000,,,,,,-0.070744621,-0.818820882,-0.827333286,,-0.070626953,-0.686112197,-0.6911868
-0.063599,-0.64415,-0.789337,1.020797,39946.98684,2001-01-01 11:05:46.987 +0000,,,,,,-0.06242454,-0.813428521,-0.820032575,,-0.062343643,-0.682875598,-0.686837127
-0.05484,-0.646729,-0.78833,1.021141,39946.97705,2001-01-01 11:05:46.977 +0000,,,,,,-0.053782218,-0.818400686,-0.823322644,,-0.053730452,-0.685860601,-0.688801168
-0.048737,-0.640778,-0.802002,1.027705,39946.96725,2001-01-01 11:05:46.967 +0000,,,,,,-0.047476527,-0.797501882,-0.801280762,,-0.047440904,-0.673215843,-0.675521407
-0.047775,-0.63591,-0.812576,1.03293,39946.95745,2001-01-01 11:05:46.957 +0000,,,,,,-0.04630149,-0.781236139,-0.784790725,,-0.046268445,-0.663194385,-0.665397947
-0.04776,-0.634827,-0.823883,1.041186,39946.94766,2001-01-01 11:05:46.948 +0000,,,,,,-0.045919075,-0.769239113,-0.772708056,,-0.045886842,-0.655700868,-0.657876573
-0.054352,-0.633743,-0.821167,1.038701,39946.93786,2001-01-01 11:05:46.938 +0000,,,,,,-0.052398687,-0.770073989,-0.77459206,,-0.05235081,-0.656225165,-0.659055155
-0.058395,-0.635101,-0.813461,1.033675,39946.92807,2001-01-01 11:05:46.928 +0000,,,,,,-0.056583025,-0.778735419,-0.784032601,,-0.056522755,-0.661639576,-0.664928608
-0.057755,-0.643433,-0.812653,1.038145,39946.91827,2001-01-01 11:05:46.918 +0000,,,,,,-0.055719137,-0.789776413,-0.794951676,,-0.055661582,-0.668475885,-0.671655107
-0.058884,-0.649353,-0.799896,1.031969,39946.90847,2001-01-01 11:05:46.908 +0000,,,,,,-0.057152963,-0.809606077,-0.815127673,,-0.057090855,-0.680570921,-0.683897307
-0.061829,-0.652252,-0.788925,1.025504,39946.89868,2001-01-01 11:05:46.899 +0000,,,,,,-0.060401219,-0.824233102,-0.830466683,,-0.060327925,-0.689343556,-0.693044096
-0.061356,-0.652237,-0.782684,1.020672,39946.88888,2001-01-01 11:05:46.889 +0000,,,,,,-0.060222229,-0.830784969,-0.8370128,,-0.060149584,-0.693232437,-0.696905839
-0.062378,-0.650955,-0.787277,1.023445,39946.87909,2001-01-01 11:05:46.879 +0000,,,,,,-0.061062606,-0.82426044,-0.830631236,,-0.060986882,-0.689359834,-0.693141475
-0.065994,-0.647461,-0.786835,1.021112,39946.86929,2001-01-01 11:05:46.869 +0000,,,,,,-0.064764926,-0.819988459,-0.827130983,,-0.064674601,-0.686810749,-0.69106669
-0.066666,-0.645035,-0.789017,1.021304,39946.85949,2001-01-01 11:05:46.859 +0000,,,,,,-0.06541487,-0.814614653,-0.821871897,,-0.065321803,-0.683589005,-0.687935911
-0.074112,-0.646072,-0.787949,1.021648,39946.8497,2001-01-01 11:05:46.850 +0000,,,,,,-0.072733222,-0.816338397,-0.82531847,,-0.072605371,-0.684624285,-0.68998951
-0.082184,-0.651443,-0.781586,1.020788,39946.8399,2001-01-01 11:05:46.840 +0000,,,,,,-0.080772529,-0.828918666,-0.840095106,,-0.080597554,-0.692127235,-0.698715583
-0.091492,-0.653015,-0.775574,1.017995,39946.8301,2001-01-01 11:05:46.830 +0000,,,,,,-0.090239873,-0.836178296,-0.850200223,,-0.089996114,-0.696414923,-0.704610293
-0.098572,-0.654419,-0.775681,1.019638,39946.82028,2001-01-01 11:05:46.820 +0000,,,,,,-0.097128459,-0.836939543,-0.853187171,,-0.096824742,-0.69686276,-0.706341474
-0.098663,-0.651245,-0.777756,1.019195,39946.81048,2001-01-01 11:05:46.810 +0000,,,,,,-0.097261614,-0.830681277,-0.846893212,,-0.09695665,-0.693171085,-0.702687646
-0.093277,-0.646957,-0.775085,1.013909,39946.80069,2001-01-01 11:05:46.801 +0000,,,,,,-0.092389242,-0.828712242,-0.843322554,,-0.092127709,-0.69200487,-0.700604666
-0.094452,-0.642456,-0.77211,1.008873,39946.79089,2001-01-01 11:05:46.791 +0000,,,,,,-0.094034307,-0.825921503,-0.841022538,,-0.093758604,-0.690348106,-0.699259041
-0.09288,-0.640686,-0.755737,0.99511,39946.78109,2001-01-01 11:05:46.781 +0000,,,,,,-0.093745662,-0.841432334,-0.856625232,,-0.093472481,-0.699499016,-0.7083278
-0.091415,-0.634521,-0.733597,0.974237,39946.7713,2001-01-01 11:05:46.771 +0000,,,,,,-0.094248205,-0.858306634,-0.873875204,,-0.093970623,-0.70929677,-0.718192592
-0.094757,-0.641006,-0.731842,0.977477,39946.7615,2001-01-01 11:05:46.761 +0000,,,,,,-0.097399171,-0.86862955,-0.885398622,,-0.097092916,-0.715210546,-0.724689223
-0.078796,-0.643463,-0.724487,0.972181,39946.7517,2001-01-01 11:05:46.752 +0000,,,,,,-0.081318335,-0.88295674,-0.894798078,,-0.081139799,-0.723318742,-0.729933667
-0.05867,-0.655975,-0.722229,0.977425,39946.74191,2001-01-01 11:05:46.742 +0000,,,,,,-0.06013348,-0.905282457,-0.911890104,,-0.060061155,-0.735725932,-0.739345518
-0.044083,-0.657089,-0.712296,0.97009,39946.73211,2001-01-01 11:05:46.732 +0000,,,,,,-0.045489161,-0.920732691,-0.924567971,,-0.045457824,-0.744152261,-0.746223949
-0.053101,-0.655701,-0.727066,0.980504,39946.72232,2001-01-01 11:05:46.722 +0000,,,,,,-0.054236426,-0.899449557,-0.904797694,,-0.054183339,-0.732510906,-0.735459447
-0.057632,-0.644745,-0.742981,0.985413,39946.71252,2001-01-01 11:05:46.713 +0000,,,,,,-0.058585418,-0.865182326,-0.871241201,,-0.058518529,-0.713242419,-0.716697153
-0.058411,-0.635803,-0.760178,0.992737,39946.70269,2001-01-01 11:05:46.703 +0000,,,,,,-0.058940422,-0.833928799,-0.839909155,,-0.058872311,-0.695089596,-0.698606559
-0.05722,-0.627808,-0.812408,1.028311,39946.6929,2001-01-01 11:05:46.693 +0000,,,,,,-0.055730985,-0.770864603,-0.775977335,,-0.055673393,-0.656721277,-0.659920375
-0.052521,-0.617035,-0.868347,1.066545,39946.6831,2001-01-01 11:05:46.683 +0000,,,,,,-0.049303894,-0.709289532,-0.713155244,,-0.049264002,-0.616933379,-0.619500531
-0.054977,-0.617599,-0.897858,1.091146,39946.67331,2001-01-01 11:05:46.673 +0000,,,,,,-0.050448709,-0.686572345,-0.690578158,,-0.050405975,-0.601657154,-0.604374552
-0.063019,-0.621307,-0.881531,1.08032,39946.66351,2001-01-01 11:05:46.664 +0000,,,,,,-0.058433161,-0.703010386,-0.708420716,,-0.058366791,-0.612743501,-0.616355123
-0.070862,-0.623871,-0.855331,1.06105,39946.65371,2001-01-01 11:05:46.654 +0000,,,,,,-0.066934212,-0.726900962,-0.734081322,,-0.06683452,-0.628553089,-0.63323507
-0.070786,-0.631927,-0.806488,1.027018,39946.64392,2001-01-01 11:05:46.644 +0000,,,,,,-0.069088136,-0.780553323,-0.788454666,,-0.068978526,-0.662770222,-0.667661351
-0.076477,-0.632477,-0.736526,0.973831,39946.63412,2001-01-01 11:05:46.634 +0000,,,,,,-0.078775414,-0.854137872,-0.864984934,,-0.078613069,-0.706891412,-0.713129518
-0.081284,-0.659485,-0.67662,0.948337,39946.62432,2001-01-01 11:05:46.624 +0000,,,,,,-0.08602878,-0.967717654,-0.982051074,,-0.085817486,-0.76899365,-0.776342677
-0.077652,-0.655121,-0.647629,0.924465,39946.61453,2001-01-01 11:05:46.615 +0000,,,,,,-0.084294527,-1.004374428,-1.018649604,,-0.084095721,-0.787580601,-0.794636554
-0.053894,-0.665756,-0.649857,0.931906,39946.6047,2001-01-01 11:05:46.605 +0000,,,,,,-0.057928936,-1.020960452,-1.027816643,,-0.057864267,-0.795769322,-0.799114837
-0.031967,-0.628906,-0.699677,0.941325,39946.59491,2001-01-01 11:05:46.595 +0000,,,,,,-0.033979181,-0.897915227,-0.900012305,,-0.033966113,-0.731662099,-0.7328219
-0.053284,-0.637482,-0.819977,1.039992,39946.58511,2001-01-01 11:05:46.585 +0000,,,,,,-0.051302355,-0.775802614,-0.780149929,,-0.051257418,-0.659811311,-0.662519503
-0.000473,-0.62001,-0.803574,1.01496,39946.57531,2001-01-01 11:05:46.575 +0000,,,,,,-0.000466028,-0.771565397,-0.771565756,,-0.000466028,-0.657160709,-0.657160933
-0.023468,-0.616287,-0.797516,1.008163,39946.56552,2001-01-01 11:05:46.566 +0000,,,,,,-0.023284296,-0.772423811,-0.773318234,,-0.02328009,-0.65769857,-0.658258519
-0.055649,-0.623627,-0.789307,1.007478,39946.55572,2001-01-01 11:05:46.556 +0000,,,,,,-0.055320372,-0.788137954,-0.793233786,,-0.055264043,-0.66746602,-0.670601563
-0.082718,-0.634491,-0.797211,1.022236,39946.54592,2001-01-01 11:05:46.546 +0000,,,,,,-0.08118492,-0.791638443,-0.802623416,,-0.081007259,-0.669621596,-0.676338541
-0.084702,-0.636108,-0.797836,1.02389,39946.53613,2001-01-01 11:05:46.536 +0000,,,,,,-0.083010238,-0.792836189,-0.804328883,,-0.082820356,-0.670357475,-0.677374937
-0.089233,-0.643234,-0.799744,1.030196,39946.52633,2001-01-01 11:05:46.526 +0000,,,,,,-0.0869443,-0.79933961,-0.812002283,,-0.086726208,-0.674338136,-0.68201668
-0.094147,-0.647003,-0.795074,1.029379,39946.51654,2001-01-01 11:05:46.517 +0000,,,,,,-0.091845026,-0.808118665,-0.822334651,,-0.091588072,-0.67967178,-0.688212041
-0.096588,-0.649399,-0.792999,1.029512,39946.50671,2001-01-01 11:05:46.507 +0000,,,,,,-0.09423482,-0.812907553,-0.827923729,,-0.093957355,-0.682561997,-0.691537218
-0.095581,-0.649734,-0.79538,1.031465,39946.49691,2001-01-01 11:05:46.497 +0000,,,,,,-0.09306575,-0.811049863,-0.825676696,,-0.09279845,-0.68144244,-0.690202556
-0.085831,-0.645203,-0.802246,1.033079,39946.48712,2001-01-01 11:05:46.487 +0000,,,,,,-0.083370938,-0.799682067,-0.811330924,,-0.083178577,-0.67454705,-0.681611955
-0.080811,-0.63884,-0.811157,1.035675,39946.47732,2001-01-01 11:05:46.477 +0000,,,,,,-0.078265992,-0.783686952,-0.79384246,,-0.078106769,-0.664714509,-0.670975051
-0.0802,-0.650696,-0.810501,1.042473,39946.46753,2001-01-01 11:05:46.468 +0000,,,,,,-0.077161157,-0.798930063,-0.808906839,,-0.077008567,-0.674088201,-0.680148394
-0.081696,-0.653137,-0.798798,1.035056,39946.45773,2001-01-01 11:05:46.458 +0000,,,,,,-0.079176092,-0.813406757,-0.824021266,,-0.079011264,-0.682862501,-0.689217402
-0.077576,-0.659485,-0.784592,1.027873,39946.44793,2001-01-01 11:05:46.448 +0000,,,,,,-0.075688222,-0.836466391,-0.846340522,,-0.075544185,-0.696584447,-0.702365709
-0.077469,-0.661133,-0.761719,1.01159,39946.43814,2001-01-01 11:05:46.438 +0000,,,,,,-0.076806986,-0.863494403,-0.873886939,,-0.076656482,-0.71227628,-0.718199245
-0.070312,-0.661423,-0.743835,0.997855,39946.42834,2001-01-01 11:05:46.428 +0000,,,,,,-0.070638722,-0.885260405,-0.894216767,,-0.070521581,-0.724611739,-0.729610742
-0.055359,-0.653915,-0.749405,0.996131,39946.41856,2001-01-01 11:05:46.419 +0000,,,,,,-0.055660025,-0.870207839,-0.875700191,,-0.055602653,-0.716109401,-0.719226431
-0.04953,-0.64061,-0.758682,0.9942,39946.40873,2001-01-01 11:05:46.409 +0000,,,,,,-0.049880911,-0.842578573,-0.846892243,,-0.049839603,-0.700169734,-0.702687082
-0.048172,-0.628922,-0.78627,1.00801,39946.39894,2001-01-01 11:05:46.399 +0000,,,,,,-0.047843878,-0.798383453,-0.802223357,,-0.047807423,-0.673754465,-0.676095178
-0.042984,-0.617722,-0.809235,1.018964,39946.38914,2001-01-01 11:05:46.389 +0000,,,,,,-0.04222157,-0.762266115,-0.765186514,,-0.042196508,-0.651305314,-0.653149841
-0.037643,-0.615021,-0.825592,1.030179,39946.37935,2001-01-01 11:05:46.379 +0000,,,,,,-0.03656465,-0.74417231,-0.74633949,,-0.036548367,-0.639760942,-0.641154263
-0.0345,-0.617157,-0.80722,1.016699,39946.36955,2001-01-01 11:05:46.370 +0000,,,,,,-0.033952896,-0.763848898,-0.765739883,,-0.033939858,-0.652305647,-0.653498765
-0.03215,-0.632507,-0.787888,1.010874,39946.35975,2001-01-01 11:05:46.360 +0000,,,,,,-0.031820259,-0.802120443,-0.803824347,,-0.031809526,-0.676032559,-0.677068514
-0.035919,-0.639954,-0.746872,0.984199,39946.34996,2001-01-01 11:05:46.350 +0000,,,,,,-0.036519971,-0.855856436,-0.858194214,,-0.036503748,-0.707884216,-0.709232033
-0.038956,-0.645432,-0.728851,0.974332,39946.34016,2001-01-01 11:05:46.340 +0000,,,,,,-0.04001424,-0.884285065,-0.887158767,,-0.039992904,-0.724064662,-0.725675028
-0.04158,-0.647278,-0.731461,0.977616,39946.33036,2001-01-01 11:05:46.330 +0000,,,,,,-0.042570562,-0.883484876,-0.886735093,,-0.042544874,-0.723615434,-0.725437898
-0.040878,-0.638611,-0.750198,0.986049,39946.32057,2001-01-01 11:05:46.321 +0000,,,,,,-0.04149204,-0.849995668,-0.852998781,,-0.041468254,-0.704491549,-0.706232437
-0.043457,-0.628922,-0.777863,1.00125,39946.31077,2001-01-01 11:05:46.311 +0000,,,,,,-0.043443671,-0.807266594,-0.810453254,,-0.04341637,-0.679156113,-0.681082456
-0.048203,-0.616974,-0.799942,1.011379,39946.30098,2001-01-01 11:05:46.301 +0000,,,,,,-0.047714889,-0.769876956,-0.773623762,,-0.047678728,-0.656101468,-0.658449682
-0.050644,-0.613342,-0.804489,1.012895,39946.29118,2001-01-01 11:05:46.291 +0000,,,,,,-0.050061887,-0.760893295,-0.764994053,,-0.050020128,-0.650436443,-0.653028442
-0.048904,-0.606186,-0.804337,1.00837,39946.28138,2001-01-01 11:05:46.281 +0000,,,,,,-0.048555183,-0.752257644,-0.756095348,,-0.048517079,-0.644944436,-0.647390731
-0.051147,-0.609619,-0.801147,1.008012,39946.27159,2001-01-01 11:05:46.272 +0000,,,,,,-0.05080592,-0.759386771,-0.763606245,,-0.050762274,-0.649481625,-0.652152387
-0.051208,-0.612671,-0.779938,0.993122,39946.26176,2001-01-01 11:05:46.262 +0000,,,,,,-0.05163133,-0.783850396,-0.788277142,,-0.051585524,-0.664815757,-0.667551871
-0.053238,-0.622238,-0.772491,0.993357,39946.25196,2001-01-01 11:05:46.252 +0000,,,,,,-0.053671198,-0.803589367,-0.808438337,,-0.053619752,-0.676925752,-0.679865132
-0.048309,-0.637955,-0.752777,0.987924,39946.24217,2001-01-01 11:05:46.242 +0000,,,,,,-0.048958086,-0.845729057,-0.849895094,,-0.048919026,-0.70200933,-0.704433158
-0.043121,-0.654587,-0.751175,0.9973,39946.23237,2001-01-01 11:05:46.232 +0000,,,,,,-0.043278212,-0.869985192,-0.873306171,,-0.043251222,-0.715982686,-0.717869857
-0.038376,-0.667969,-0.748779,1.004154,39946.22258,2001-01-01 11:05:46.223 +0000,,,,,,-0.038245185,-0.890908324,-0.893548666,,-0.038226554,-0.727769309,-0.729239374
-0.019882,-0.675537,-0.736008,0.999226,39946.21278,2001-01-01 11:05:46.213 +0000,,,,,,-0.019901333,-0.91750451,-0.918236642,,-0.019898707,-0.742402359,-0.74279972
-0.015121,-0.676682,-0.728745,0.994583,39946.20298,2001-01-01 11:05:46.203 +0000,,,,,,-0.015205105,-0.928358176,-0.928789802,,-0.015203934,-0.748263522,-0.748495298
-0.019012,-0.677109,-0.723389,0.991024,39946.19319,2001-01-01 11:05:46.193 +0000,,,,,,-0.019187717,-0.935700252,-0.936392257,,-0.019185363,-0.75219255,-0.752561387
-0.02861,-0.674438,-0.715622,0.983769,39946.18339,2001-01-01 11:05:46.183 +0000,,,,,,-0.029094358,-0.94169779,-0.943297652,,-0.029086153,-0.755380774,-0.756228024
-0.049698,-0.667953,-0.713165,0.978385,39946.1736,2001-01-01 11:05:46.174 +0000,,,,,,-0.050861662,-0.934337807,-0.939192612,,-0.050817872,-0.751465626,-0.75405137
-0.069504,-0.664825,-0.718506,0.981363,39946.1638,2001-01-01 11:05:46.164 +0000,,,,,,-0.071002221,-0.920988995,-0.930330808,,-0.070883266,-0.744290955,-0.749321982
-0.084274,-0.663116,-0.727371,0.987874,39946.154,2001-01-01 11:05:46.154 +0000,,,,,,-0.08562064,-0.905603259,-0.918994092,,-0.08541233,-0.735902214,-0.743210517
-0.098495,-0.667847,-0.73262,0.996219,39946.14421,2001-01-01 11:05:46.144 +0000,,,,,,-0.099355586,-0.903458876,-0.921447707,,-0.099030578,-0.7347228,-0.744539089
-0.103851,-0.680481,-0.738312,1.009427,39946.13441,2001-01-01 11:05:46.134 +0000,,,,,,-0.103429915,-0.912686683,-0.932342899,,-0.103063442,-0.739780267,-0.750399471
-0.101318,-0.689529,-0.745209,1.02032,39946.12461,2001-01-01 11:05:46.125 +0000,,,,,,-0.099793489,-0.916847591,-0.935218147,,-0.099464182,-0.742045573,-0.751935439
-0.095413,-0.696945,-0.754715,1.031713,39946.11482,2001-01-01 11:05:46.115 +0000,,,,,,-0.092878248,-0.916162215,-0.932068113,,-0.092612554,-0.741673082,-0.750252449
-0.097946,-0.697815,-0.75795,1.034904,39946.10502,2001-01-01 11:05:46.105 +0000,,,,,,-0.095069282,-0.913068857,-0.929685826,,-0.094784407,-0.739988724,-0.748976131
-0.113968,-0.69281,-0.760361,1.034951,39946.0952,2001-01-01 11:05:46.095 +0000,,,,,,-0.11079304,-0.901093531,-0.923405274,,-0.110343018,-0.733418934,-0.745596736
-0.136841,-0.680084,-0.759109,1.028342,39946.0854,2001-01-01 11:05:46.085 +0000,,,,,,-0.134263659,-0.881686758,-0.913853514,,-0.133465496,-0.722604663,-0.740416468
-0.158371,-0.670013,-0.75914,1.024838,39946.0756,2001-01-01 11:05:46.076 +0000,,,,,,-0.156411629,-0.8639937,-0.906915329,,-0.155154515,-0.712562237,-0.736622615
-0.171448,-0.666794,-0.753845,1.020927,39946.06581,2001-01-01 11:05:46.066 +0000,,,,,,-0.170353038,-0.862498841,-0.913294994,,-0.168733259,-0.71170568,-0.740112034
-0.176514,-0.666885,-0.760498,1.026767,39946.05601,2001-01-01 11:05:46.056 +0000,,,,,,-0.174510531,-0.854198813,-0.907102761,,-0.172770703,-0.706926647,-0.736725449
-0.161469,-0.669617,-0.769211,1.032542,39946.04622,2001-01-01 11:05:46.046 +0000,,,,,,-0.158327863,-0.851956365,-0.895475965,,-0.15702444,-0.705628739,-0.730310005
-0.14389,-0.683151,-0.76712,1.037243,39946.03642,2001-01-01 11:05:46.036 +0000,,,,,,-0.140077934,-0.875275571,-0.910079408,,-0.139172377,-0.718986054,-0.738356008
-0.124207,-0.695038,-0.758102,1.035965,39946.02662,2001-01-01 11:05:46.027 +0000,,,,,,-0.120766093,-0.90475045,-0.931337745,,-0.120184075,-0.735433469,-0.749861474
-0.118835,-0.704498,-0.739777,1.02845,39946.01683,2001-01-01 11:05:46.017 +0000,,,,,,-0.116326845,-0.940257367,-0.965764373,,-0.115806355,-0.754616802,-0.767983988
-0.122879,-0.708008,-0.727036,1.02223,39946.00703,2001-01-01 11:05:46.007 +0000,,,,,,-0.121084701,-0.960210054,-0.988385829,,-0.120498092,-0.765102133,-0.779557225
-0.13147,-0.707413,-0.720932,1.018558,39945.99723,2001-01-01 11:05:45.997 +0000,,,,,,-0.130163462,-0.965327883,-0.998049601,,-0.129435746,-0.767758094,-0.784422012
-0.141632,-0.701782,-0.717743,1.013762,39945.98744,2001-01-01 11:05:45.987 +0000,,,,,,-0.141093137,-0.959264193,-0.997475811,,-0.140167903,-0.764609778,-0.784134475
-0.146637,-0.694656,-0.712036,1.005507,39945.97764,2001-01-01 11:05:45.978 +0000,,,,,,-0.147409815,-0.955538633,-0.997090516,,-0.146355802,-0.762665957,-0.783941303
-0.144806,-0.684433,-0.721283,1.004822,39945.96782,2001-01-01 11:05:45.968 +0000,,,,,,-0.145631323,-0.930346756,-0.969915648,,-0.144614689,-0.74933053,-0.770127452
-0.138336,-0.674622,-0.714478,0.992335,39945.95802,2001-01-01 11:05:45.958 +0000,,,,,,-0.140779044,-0.92700076,-0.963863609,,-0.139859928,-0.747533959,-0.766999578
-0.133514,-0.665634,-0.71608,0.986745,39945.94822,2001-01-01 11:05:45.948 +0000,,,,,,-0.136563422,-0.913804483,-0.948067525,,-0.135723847,-0.740389749,-0.758746019
-0.119278,-0.659912,-0.735794,0.995542,39945.93843,2001-01-01 11:05:45.938 +0000,,,,,,-0.12068144,-0.885313467,-0.911403215,,-0.120100638,-0.724641486,-0.739079618
-0.115814,-0.661224,-0.738495,0.998001,39945.92863,2001-01-01 11:05:45.929 +0000,,,,,,-0.116835397,-0.884555671,-0.908997148,,-0.116308089,-0.724216501,-0.737763722
-0.111038,-0.668228,-0.735977,1.00026,39945.91883,2001-01-01 11:05:45.919 +0000,,,,,,-0.111699499,-0.897786533,-0.920396498,,-0.111238396,-0.731590845,-0.743970283
-0.107452,-0.673523,-0.742996,1.008575,39945.90904,2001-01-01 11:05:45.909 +0000,,,,,,-0.107148328,-0.897162642,-0.917959776,,-0.106741081,-0.731245287,-0.742649486
-0.101883,-0.667938,-0.743195,1.00442,39945.89924,2001-01-01 11:05:45.899 +0000,,,,,,-0.10196052,-0.89041072,-0.90913369,,-0.101609383,-0.727491825,-0.737838483
-0.0952,-0.658478,-0.747864,1.000978,39945.88945,2001-01-01 11:05:45.889 +0000,,,,,,-0.095540067,-0.873430072,-0.889632633,,-0.095250955,-0.717940145,-0.727057658
-0.095459,-0.649414,-0.752869,0.99883,39945.87965,2001-01-01 11:05:45.880 +0000,,,,,,-0.096010228,-0.855734421,-0.871854713,,-0.095716842,-0.707813785,-0.717045819
-0.09137,-0.640427,-0.748672,0.989447,39945.86985,2001-01-01 11:05:45.870 +0000,,,,,,-0.0927408,-0.849117138,-0.864079416,,-0.092476281,-0.703981294,-0.712611314
-0.086166,-0.630936,-0.748306,0.982582,39945.86006,2001-01-01 11:05:45.860 +0000,,,,,,-0.088032621,-0.837617666,-0.850978878,,-0.087806263,-0.697261413,-0.705062079
-0.073685,-0.631927,-0.757965,0.989582,39945.85026,2001-01-01 11:05:45.850 +0000,,,,,,-0.074668029,-0.829803423,-0.83936391,,-0.074529725,-0.692651431,-0.698286766
-0.063461,-0.642639,-0.759201,0.996694,39945.84047,2001-01-01 11:05:45.840 +0000,,,,,,-0.063800975,-0.843525744,-0.850584766,,-0.063714617,-0.700723396,-0.704833453
-0.058456,-0.662216,-0.749695,1.001993,39945.83064,2001-01-01 11:05:45.831 +0000,,,,,,-0.058439271,-0.880640879,-0.886748672,,-0.05837288,-0.722015917,-0.7254455
-0.054733,-0.6772,-0.733261,0.999634,39945.82084,2001-01-01 11:05:45.821 +0000,,,,,,-0.054835321,-0.92098352,-0.926557159,,-0.054780459,-0.744287992,-0.747295325
-0.054993,-0.683578,-0.720612,0.994779,39945.81105,2001-01-01 11:05:45.811 +0000,,,,,,-0.055366305,-0.945857295,-0.951672317,,-0.055309835,-0.757580739,-0.760641031
-0.063599,-0.67424,-0.716507,0.985914,39945.80125,2001-01-01 11:05:45.801 +0000,,,,,,-0.064642282,-0.9373244,-0.945186728,,-0.064552468,-0.753057814,-0.757226693
-0.069275,-0.655838,-0.733749,0.986565,39945.79145,2001-01-01 11:05:45.791 +0000,,,,,,-0.070392151,-0.889860736,-0.898790388,,-0.07027623,-0.727184973,-0.732146406
-0.073608,-0.635452,-0.767487,0.999126,39945.78166,2001-01-01 11:05:45.782 +0000,,,,,,-0.073873106,-0.824182646,-0.833500776,,-0.073739163,-0.68931351,-0.694837086
-0.072052,-0.621597,-0.800827,1.016316,39945.77186,2001-01-01 11:05:45.772 +0000,,,,,,-0.071074112,-0.773071177,-0.781390982,,-0.070954796,-0.658103899,-0.663290534
