x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
-0.25885,1.449463,-0.164261,1.481529,45511.76555,2001-01-01 12:38:31.766 +0000
-0.288101,1.285797,-0.140747,1.325174,45511.74596,2001-01-01 12:38:31.746 +0000
-0.283752,1.089203,-0.129517,1.132984,45511.72637,2001-01-01 12:38:31.726 +0000
-0.292358,0.960281,-0.166,1.017433,45511.70678,2001-01-01 12:38:31.707 +0000
-0.381058,0.785416,-0.18335,0.89202,45511.68718,2001-01-01 12:38:31.687 +0000
-0.488358,0.684616,-0.208664,0.866448,45511.66759,2001-01-01 12:38:31.668 +0000
-0.501129,0.478882,-0.221115,0.727565,45511.64803,2001-01-01 12:38:31.648 +0000
-0.478821,0.318619,-0.282562,0.640803,45511.62844,2001-01-01 12:38:31.628 +0000
-0.385788,0.268417,-0.34758,0.584544,45511.60884,2001-01-01 12:38:31.609 +0000
-0.305893,0.225723,-0.479111,0.611611,45511.58925,2001-01-01 12:38:31.589 +0000
-0.18721,0.132584,-0.606567,0.648498,45511.56966,2001-01-01 12:38:31.570 +0000
-0.195663,0.128098,-0.700775,0.738769,45511.55007,2001-01-01 12:38:31.550 +0000
-0.197388,0.231415,-0.783905,0.840846,45511.53051,2001-01-01 12:38:31.531 +0000
-0.181396,0.131042,-0.747803,0.780568,45511.51091,2001-01-01 12:38:31.511 +0000
-0.134186,0.158203,-0.766296,0.793879,45511.49132,2001-01-01 12:38:31.491 +0000
-0.068695,-0.005661,-0.764008,0.767111,45511.47177,2001-01-01 12:38:31.472 +0000
-0.162628,-0.013748,-0.726227,0.74434,45511.45218,2001-01-01 12:38:31.452 +0000
-0.183487,0.018814,-0.853592,0.873293,45511.43259,2001-01-01 12:38:31.433 +0000
-0.175446,0.096268,-1.023621,1.042999,45511.413,2001-01-01 12:38:31.413 +0000
-0.165329,0.127975,-1.039154,1.059978,45511.39341,2001-01-01 12:38:31.393 +0000
-0.103775,-0.002243,-0.894302,0.900306,45511.37381,2001-01-01 12:38:31.374 +0000
-0.156342,-0.013275,-0.888794,0.902537,45511.35425,2001-01-01 12:38:31.354 +0000
-0.207779,0.003586,-0.959091,0.981346,45511.33466,2001-01-01 12:38:31.335 +0000
-0.225174,0.028778,-1.001907,1.027302,45511.31507,2001-01-01 12:38:31.315 +0000
-0.181702,-0.017227,-0.984375,1.001153,45511.29547,2001-01-01 12:38:31.295 +0000
-0.187866,0.047897,-0.934769,0.954662,45511.27588,2001-01-01 12:38:31.276 +0000
-0.184692,0.047379,-0.980591,0.998957,45511.25629,2001-01-01 12:38:31.256 +0000
-0.211899,0.055481,-0.996094,1.019893,45511.2367,2001-01-01 12:38:31.237 +0000
-0.267914,0.050522,-0.979126,1.016375,45511.21711,2001-01-01 12:38:31.217 +0000
